,Tweets,cleanedTweets
86,"{""edit_history_tweet_ids"": [""1591120610599501841""], ""id"": ""1591120610599501841"", ""text"": ""@CharlyGrace6 @PierrePoilievre @lngcanada @bobzimmermp You're kidding, Trudeau is the worst kind acting as though he is not.""}
",          Youre kding Trudeau is the worst kind acting as though he is not 
87,"{""edit_history_tweet_ids"": [""1591120613384810496""], ""id"": ""1591120613384810496"", ""text"": ""@WeAreCanProud Tell the \u201cwest hating\u201d Ontarians and Maritimers that.  They don\u2019t get it.""}
",       Tell the ucwest hatingud Ontarians and Maritimers that  They donut get it 
88,"{""edit_history_tweet_ids"": [""1591120635316428800""], ""id"": ""1591120635316428800"", ""text"": ""Fuck this guy... https://t.co/Woo8v4U3O9""}
",      Fuck this guy  
89,"{""edit_history_tweet_ids"": [""1591120638533853184""], ""id"": ""1591120638533853184"", ""text"": ""@WeAreCanProud On purpose so we can be SAVED by the WEF""}
",       On purpose so we can be SAVED by the WEF 
90,"{""edit_history_tweet_ids"": [""1591120645143789575""], ""id"": ""1591120645143789575"", ""text"": ""@dirtysoks @KEriksenV2 Where are the legal violations? What charges do you believe were warranted? Against whom?""}
",        Where are the legal violations What charges do you believe were warranted Against whom 
91,"{""edit_history_tweet_ids"": [""1591120650760237056""], ""id"": ""1591120650760237056"", ""text"": ""@komradeperogie Z from Ukraine gets attention from the corrupt &amp; Tyrants of the world. The laughing stock of the Liberal Party of Canada \u2013 See Pierre Elliot Trudeau's stepson Justin on the international stage. https://t.co/P0HsfhpQnZ""}
",       Z from Ukraine gets attention from the corrupt amp Tyrants of the world The laughing stock of the Liberal Party of Canada u See Pierre Elliot Trudeaus stepson Justin on the international stage  
92,"{""edit_history_tweet_ids"": [""1591120656783282176""], ""id"": ""1591120656783282176"", ""text"": ""@nordsty @stopthebiscuit Trudeau\u2026.he refused to meet, like he has met every other protest, he created the prolonging. It\u2019s all coming out in the commission.""}
",        Trudeauuhe refused to meet like he has met every other protest he created the prolonging Itus all coming out in the commission 
93,"{""edit_history_tweet_ids"": [""1591120662525267969""], ""id"": ""1591120662525267969"", ""text"": ""@Det9651 @philwrite @ScrotieMcB @RyanSarai1 @TheoFleury14 No masks but 3 I saw on CBC coverage, of the memorial service, not Sophie Trudeau, her son, the vets, so many thousands of Canadians right in Ottawa. Yet when JT comes home, more masks, more killer jobs, more mandates and lock downs. Fields plowed in over fertilizer?""}
",           No masks but  I saw on CBC coverage of the memorial service not Sophie Trudeau her son the vets so many thousands of Canadians right in Ottawa Yet when JT comes home more masks more killer jobs more mandates and lock downs Fields plowed in over fertilizer 
94,"{""edit_history_tweet_ids"": [""1591120667679653888""], ""id"": ""1591120667679653888"", ""text"": ""\""Emails viewed by CBC News show that as Trudeau first voiced concerns about the game on May 17, federal departments were already discussing ways to issue visas to the team to facilitate the match.\""\nhttps://t.co/vCygg6irrm""}
",      Emails viewed by CBC News show that as Trudeau first voiced concerns about the game on May  federal departments were already discussing ways to issue visas to the team to facilitate the matchn 
95,"{""edit_history_tweet_ids"": [""1591120679671586816""], ""id"": ""1591120679671586816"", ""text"": ""@trudopepansy @KEriksenV2 Trudeau owns all police\ud83d\ude27""}
",        Trudeau owns all policeuddude 
96,"{""edit_history_tweet_ids"": [""1591120680392982528""], ""id"": ""1591120680392982528"", ""text"": ""@CTVNews Another bull\ud83d\udca9 story brought to you by the bull\ud83d\udca9 media that has been bought off with your tax dollars via the Right Dishonorable Justin Trudeau.\n https://t.co/sHljZ3bxxg https://t.co/sDq8ySKr6L""}
",       Another bulluddudca story brought to you by the bulluddudca media that has been bought off with your tax dollars via the Right Dishonorable Justin Trudeaun   
97,"{""edit_history_tweet_ids"": [""1591120684448903169""], ""id"": ""1591120684448903169"", ""text"": ""This \ud83d\udc47\ud83d\udc47\ud83d\udcaf https://t.co/aZcFSbP8Gd""}
",      This uddudcuddudcuddudcaf  
98,"{""edit_history_tweet_ids"": [""1591120689096183808""], ""id"": ""1591120689096183808"", ""text"": ""@WeAreCanProud What does Trudeau have to do with painkillers?""}
",       What does Trudeau have to do with painkillers 
99,"{""edit_history_tweet_ids"": [""1591120696939536385""], ""id"": ""1591120696939536385"", ""text"": ""@AndrewScheer From a \""coffee boy\"", who hid the fact he was an American, a good little Trump republican! #NeverVoteConservative #cdnpoli Take a hike #convoyboy""}
",       From a coffee boy who h the fact he was an American a good little Trump republican NeverVoteConservative cdnpoli Take a hike convoyboy 
100,"{""edit_history_tweet_ids"": [""1591120717550333952""], ""id"": ""1591120717550333952"", ""text"": ""@tilbaygeoforce1 @jfeilders REALLY ?""}
",        REALLY  
101,"{""edit_history_tweet_ids"": [""1591120719186104320""], ""id"": ""1591120719186104320"", ""text"": ""What a pair https://t.co/X5vjU7U49O""}
",      What a pair  
102,"{""edit_history_tweet_ids"": [""1591120723761823755""], ""id"": ""1591120723761823755"", ""text"": ""@catturd2 He Looks like Trudeau""}
",       He Looks like Trudeau 
103,"{""edit_history_tweet_ids"": [""1591120727968997376""], ""id"": ""1591120727968997376"", ""text"": ""@hrkbenowen Like he actually goes to the local Rexall ro do this""}
",       Like he actually goes to the local Rexall ro do this 
104,"{""edit_history_tweet_ids"": [""1591120752094638083""], ""id"": ""1591120752094638083"", ""text"": ""@dubsndoo Trudeau's defensemen take to the ice once again and too many men on the ice again as usual. Sad sad disciples. I'm proud to have served my country, not sever it into pieces""}
",       Trudeaus defensemen take to the ice once again and too many men on the ice again as usual Sad sad disciples Im proud to have served my country not sever it into pieces 
105,"{""edit_history_tweet_ids"": [""1591120753675866114""], ""id"": ""1591120753675866114"", ""text"": ""@IsisWise @whittakertp I would agree with that statement IF the word Conservatives were changed to Liberals.""}
",        I would agree with that statement IF the word Conservatives were changed to Liberals 
106,"{""edit_history_tweet_ids"": [""1591120767219306496""], ""id"": ""1591120767219306496"", ""text"": ""@hrkbenowen Epitome of stupid!""}
",       Epitome of stup 
107,"{""edit_history_tweet_ids"": [""1591120772369620993""], ""id"": ""1591120772369620993"", ""text"": ""@WeAreCanProud He clearly broke your feelings.""}
",       He clearly broke your feelings 
108,"{""edit_history_tweet_ids"": [""1591120806033113089""], ""id"": ""1591120806033113089"", ""text"": ""@freeandwildCA that\u2019s right just a coincidence they share staff and go to the same conferences and run for the federal or provincial party""}
",       thatus right just a coincence they share staff and go to the same conferences and run for the federal or provincial party 
109,"{""edit_history_tweet_ids"": [""1591120810630340608""], ""id"": ""1591120810630340608"", ""text"": ""@theJagmeetSingh AGAIN, YOU propped up this disaster of a govt. YOU. Point that manicured fingey riiiiiiight back at yourself.""}
",       AGAIN YOU propped up this disaster of a govt YOU Point that manicured fingey riiiiiiight back at yourself 
110,"{""edit_history_tweet_ids"": [""1591120816728866818""], ""id"": ""1591120816728866818"", ""text"": ""@jordanwilson148 @rainejarvis13 @KatSpeaksNB @CTVNews Yes Trump lost and the economy went to shit and ppl realized their mistake and voted in the republicans back, and it will be the same for Trudeau. I can help it if ppl are too dumb for their own good, that's how democracy works""}
",          Yes Trump lost and the economy went to shit and ppl realized their mistake and voted in the republicans back and it will be the same for Trudeau I can help it if ppl are too dumb for their own good thats how democracy works 
111,"{""edit_history_tweet_ids"": [""1591120835695513600""], ""id"": ""1591120835695513600"", ""text"": ""@ryangerritsen If that's the case why aren't all the pharmacists wearing masks to start with\ud83e\udd21\ud83e\udd21\ud83e\udd21\ud83e\udd21\ud83e\udd21\ud83e\udd21\ud83e\udd21""}
",       If thats the case why arent all the pharmacists wearing masks to start withudeuddudeuddudeuddudeuddudeuddudeuddudeudd 
112,"{""edit_history_tweet_ids"": [""1591120848303161344""], ""id"": ""1591120848303161344"", ""text"": ""@EthicalWireless @gmbutts If memory serves correctly the FIPA between Canada and China was signed and ratified prior to Trudeau""}
",        If memory serves correctly the FIPA between Canada and China was signed and ratified prior to Trudeau 
113,"{""edit_history_tweet_ids"": [""1591120855358406658""], ""id"": ""1591120855358406658"", ""text"": ""@nspector4 @PierrePoilievre Respectfully disagree. He's met with all left protesters in the past ex. BLM etc""}
",        Respectfully disagree Hes met with all left protesters in the past ex BLM etc 
114,"{""edit_history_tweet_ids"": [""1591120862056689664""], ""id"": ""1591120862056689664"", ""text"": ""@Det9651 @philwrite @ScrotieMcB @RyanSarai1 @TheoFleury14 Jabs, sorry.""}
",           Jabs sorry 
115,"{""edit_history_tweet_ids"": [""1591120860655783936""], ""id"": ""1591120860655783936"", ""text"": ""The dumb get dumber by the minute... @JustinTrudeau is still dumber than a rock found in a sewer pit... https://t.co/Zyeh2BboeL""}
",      The dumb get dumber by the minute  is still dumber than a rock found in a sewer pit  
116,"{""edit_history_tweet_ids"": [""1591120900463656973""], ""id"": ""1591120900463656973"", ""text"": ""Don't forget, despite being born in Ontario, Trudeau has said he'll always be a Quebecor. 85%+ of Canada does not speak French! https://t.co/7WZB4dD6tr""}
",      Dont forget despite being born in Ontario Trudeau has sa hell always be a Quebecor  of Canada does not speak French  
117,"{""edit_history_tweet_ids"": [""1591120900719792129""], ""id"": ""1591120900719792129"", ""text"": ""@Vlad_De_Impalor @JustinTrudeau Trudeau brought back our VAC pensions. Were you happier when Harper said \u201cthere is no social contract with Veterans\u201d and then took away our pensions during a war?""}
",        Trudeau brought back our VAC pensions Were you happier when Harper sa ucthere is no social contract with Veteransud and then took away our pensions during a war 
118,"{""edit_history_tweet_ids"": [""1591120914070245376""], ""id"": ""1591120914070245376"", ""text"": ""@TheTorontoSun @brianlilley Why are you so concerned when China would be pulling for the conservative party that installed them for 30 years with the FIPA deal?""}
",        Why are you so concerned when China would be pulling for the conservative party that installed them for  years with the FIPA deal 
119,"{""edit_history_tweet_ids"": [""1591120919308951552""], ""id"": ""1591120919308951552"", ""text"": ""@CTVNews How is Canada a part of ASEAN? Just a little side trip and photo op. How much will this cost us now? He couldn\u2019t even support those who gave their lives for our freedom.""}
",       How is Canada a part of ASEAN Just a little se trip and photo op How much will this cost us now He couldnut even support those who gave their lives for our freedom 
120,"{""edit_history_tweet_ids"": [""1591120927504203777""], ""id"": ""1591120927504203777"", ""text"": ""@EdtheSock Says the sock PUPPET with a hand up it's ass....let me guess that's Trudeau under there \ud83e\udd21\ud83d\udcaf""}
",       Says the sock PUPPET with a hand up its asslet me guess thats Trudeau under there udeudduddudcaf 
121,"{""edit_history_tweet_ids"": [""1591120929262039040""], ""id"": ""1591120929262039040"", ""text"": ""@theJagmeetSingh YOU SUPPORT HIM YOU LYING FACKTARD\nCan't wait to watch you rot in a jail cell""}
",       YOU SUPPOHIM YOU LYING FACKTARDnCant wait to watch you rot in a jail cell 
122,"{""edit_history_tweet_ids"": [""1591120932005105664""], ""id"": ""1591120932005105664"", ""text"": ""@Gray_Mackenzie @GlobalNational @globalnews Enjoy your vacation.""}
",         Enjoy your vacation 
123,"{""edit_history_tweet_ids"": [""1591120935096004608""], ""id"": ""1591120935096004608"", ""text"": ""Trudeau en route to Southeast Asia for summits aimed at deeper Indo-Pacific ties https://t.co/PyAwmTxmCC""}
",      Trudeau en route to Southeast Asia for summits aimed at deeper IndoPacific ties  
